chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch3-3-15,ch3-3-15,3,2,section,Ch3/3.15 Professional Habits,ch3,3.15 Professional Habits,Develop routines that improve consistency.,6,False,False,"[""professional"", ""routines"", ""develop"", ""habits"", ""that""]","{""chunk_id"": ""ch3-3-15"", ""chunk_id_legacy"": ""ch3-3-15"", ""parent_chunk_id"": ""ch3"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 3, ""hierarchy_path"": ""Ch3/3.15 Professional Habits"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 6, ""keywords"": [""professional"", ""routines"", ""develop"", ""habits"", ""that""]}"
ch4,ch4,4,1,chapter,Ch4,,"Chapter 4. Codes, Permits, and Inspections","Chapter 4. Codes, Permits, and Inspections",12,False,True,"[""permits"", ""codes"", ""inspections"", ""and"", ""chapter""]","{""chunk_id"": ""ch4"", ""chunk_id_legacy"": ""ch4"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 4, ""hierarchy_path"": ""Ch4"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 12, ""keywords"": [""permits"", ""codes"", ""inspections"", ""and"", ""chapter""]}"
ch4-4-3,ch4-4-3,4,2,section,Ch4/4.3 Types of Permits,ch4,4.3 Types of Permits,Commercial aquatic facilities often require multiple permits. Requirements vary by jurisdiction.,13,False,False,"[""permits"", ""types"", ""facilities"", ""commercial"", ""aquatic""]","{""chunk_id"": ""ch4-4-3"", ""chunk_id_legacy"": ""ch4-4-3"", ""parent_chunk_id"": ""ch4"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 4, ""hierarchy_path"": ""Ch4/4.3 Types of Permits"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 13, ""keywords"": [""permits"", ""types"", ""facilities"", ""commercial"", ""aquatic""]}"
ch4-4-4,ch4-4-4,4,2,section,Ch4/4.4 Plan Review and Approval,ch4,4.4 Plan Review and Approval,"Before construction or major renovation, many jurisdictions require submission of engineering and construction documents.",16,False,False,"[""approval"", ""and"", ""construction"", ""plan"", ""major"", ""before"", ""review""]","{""chunk_id"": ""ch4-4-4"", ""chunk_id_legacy"": ""ch4-4-4"", ""parent_chunk_id"": ""ch4"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 4, ""hierarchy_path"": ""Ch4/4.4 Plan Review and Approval"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 16, ""keywords"": [""approval"", ""and"", ""construction"", ""plan"", ""major"", ""before"", ""review""]}"
ch4-4-5,ch4-4-5,4,2,section,Ch4/4.5 Why Plan Approval Matters,ch4,4.5 Why Plan Approval Matters,Correcting design errors during construction is usually expensive. Plan review helps identify problems before installation. Examples include: Undersized filters Incorrect circulation design Inadequate deck drainage Missing safety equipment Improper drain configuration Insufficient turnover capacity Early correction reduces construction delays and improves long-term safety.,55,False,False,"[""approval"", ""safety"", ""why"", ""matters"", ""construction"", ""plan"", ""design""]","{""chunk_id"": ""ch4-4-5"", ""chunk_id_legacy"": ""ch4-4-5"", ""parent_chunk_id"": ""ch4"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 4, ""hierarchy_path"": ""Ch4/4.5 Why Plan Approval Matters"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 55, ""keywords"": [""approval"", ""safety"", ""why"", ""matters"", ""construction"", ""plan"", ""design""]}"
ch4-4-6,ch4-4-6,4,2,section,Ch4/4.6 Typical Inspection Stages,ch4,4.6 Typical Inspection Stages,Inspection programs vary by jurisdiction. A commercial pool may undergo inspections during several phases.,16,False,False,"[""programs"", ""vary"", ""stages"", ""inspection"", ""typical""]","{""chunk_id"": ""ch4-4-6"", ""chunk_id_legacy"": ""ch4-4-6"", ""parent_chunk_id"": ""ch4"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 4, ""hierarchy_path"": ""Ch4/4.6 Typical Inspection Stages"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 16, ""keywords"": [""programs"", ""vary"", ""stages"", ""inspection"", ""typical""]}"
ch4-4-7,ch4-4-7,4,2,section,Ch4/4.7 What Inspectors Commonly Review,ch4,4.7 What Inspectors Commonly Review,"Although requirements differ, inspectors often evaluate the following areas.",11,False,False,"[""inspectors"", ""requirements"", ""commonly"", ""differ"", ""what"", ""review"", ""although""]","{""chunk_id"": ""ch4-4-7"", ""chunk_id_legacy"": ""ch4-4-7"", ""parent_chunk_id"": ""ch4"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 4, ""hierarchy_path"": ""Ch4/4.7 What Inspectors Commonly Review"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 11, ""keywords"": [""inspectors"", ""requirements"", ""commonly"", ""differ"", ""what"", ""review"", ""although""]}"
ch8-f01,ch8,8,1,chapter,Ch8,,Educational targets are discussed in Chapter 8.,Educational targets are discussed in Chapter 8.,10,False,True,"[""discussed"", ""educational"", ""are"", ""targets"", ""chapter""]","{""chunk_id"": ""ch8-f01"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 10, ""keywords"": [""discussed"", ""educational"", ""are"", ""targets"", ""chapter""]}"
ch8-4-8,ch8-4-8,8,2,section,Ch8/4.8 Inspection Checklist for Operators,ch8-f01,4.8 Inspection Checklist for Operators,Before inspection: Do: ✓ Test water ✓ Record results ✓ Verify circulation system ✓ Check rescue equipment ✓ Clean deck ✓ Remove hazards ✓ Confirm drain covers appear intact ✓ Verify chemical labels ✓ Organize records ✓ Replace missing signs,43,False,False,"[""checklist"", ""operators"", ""inspection"", ""for"", ""verify"", ""before""]","{""chunk_id"": ""ch8-4-8"", ""chunk_id_legacy"": ""ch8-4-8"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.8 Inspection Checklist for Operators"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 43, ""keywords"": [""checklist"", ""operators"", ""inspection"", ""for"", ""verify"", ""before""]}"
ch8-4-10,ch8-4-10,8,2,section,Ch8/4.10 Common Categories of Violations,ch8-f01,4.10 Common Categories of Violations,Violation terminology varies by jurisdiction. Common categories include:,11,False,False,"[""varies"", ""violation"", ""categories"", ""common"", ""violations"", ""terminology""]","{""chunk_id"": ""ch8-4-10"", ""chunk_id_legacy"": ""ch8-4-10"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.10 Common Categories of Violations"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 11, ""keywords"": [""varies"", ""violation"", ""categories"", ""common"", ""violations"", ""terminology""]}"
ch8-4-11,ch8-4-11,8,2,section,Ch8/4.11 Corrective Action Process,ch8-f01,4.11 Corrective Action Process,If deficiencies are identified: Do: Read the inspection report. Understand every required correction. Prioritize immediate safety hazards. Complete repairs. Document corrective actions. Submit evidence if requested. Schedule reinspection when required. Never ignore written inspection findings.,47,True,False,"[""required"", ""corrective"", ""action"", ""deficiencies"", ""inspection"", ""process""]","{""chunk_id"": ""ch8-4-11"", ""chunk_id_legacy"": ""ch8-4-11"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.11 Corrective Action Process"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 47, ""keywords"": [""required"", ""corrective"", ""action"", ""deficiencies"", ""inspection"", ""process""]}"
ch8-4-12,ch8-4-12,8,2,section,Ch8/4.12 Temporary Closure,ch8-f01,4.12 Temporary Closure,"An AHJ may require temporary closure if conditions present an unacceptable public health or safety risk under applicable local regulations. Examples may include: Inadequate disinfection Loss of water clarity preventing visibility of the pool bottom Major circulation failure Electrical hazards Unsafe structural conditions Serious entrapment hazards Other conditions identified by the AHJ Reopening typically requires correction of deficiencies and, where required, approval by the AHJ.",79,True,False,"[""closure"", ""hazards"", ""require"", ""conditions"", ""temporary""]","{""chunk_id"": ""ch8-4-12"", ""chunk_id_legacy"": ""ch8-4-12"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.12 Temporary Closure"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 79, ""keywords"": [""closure"", ""hazards"", ""require"", ""conditions"", ""temporary""]}"
ch8-4-13,ch8-4-13,8,2,section,Ch8/4.13 Recordkeeping for Compliance,ch8-f01,4.13 Recordkeeping for Compliance,Maintain organized records. Suggested categories: *Retention periods vary by jurisdiction. Electronic records are acceptable where permitted.,22,False,False,"[""records"", ""recordkeeping"", ""maintain"", ""compliance"", ""for"", ""organized""]","{""chunk_id"": ""ch8-4-13"", ""chunk_id_legacy"": ""ch8-4-13"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.13 Recordkeeping for Compliance"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 22, ""keywords"": [""records"", ""recordkeeping"", ""maintain"", ""compliance"", ""for"", ""organized""]}"
ch8-4-14,ch8-4-14,8,2,section,Ch8/4.14 Understanding Drain Safety Principles,ch8-f01,4.14 Understanding Drain Safety Principles,Commercial pools should incorporate suction outlet systems that comply with applicable laws and local code requirements.,17,False,False,"[""drain"", ""safety"", ""understanding"", ""pools"", ""principles"", ""should"", ""commercial""]","{""chunk_id"": ""ch8-4-14"", ""chunk_id_legacy"": ""ch8-4-14"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.14 Understanding Drain Safety Principles"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 17, ""keywords"": [""drain"", ""safety"", ""understanding"", ""pools"", ""principles"", ""should"", ""commercial""]}"
ch8-4-15,ch8-4-15,8,2,section,Ch8/4.15 Preparing for Routine Compliance,ch8-f01,4.15 Preparing for Routine Compliance,Inspection readiness should be part of daily operations. Do: Inspect the facility every day. Test water before opening. Maintain accurate records. Repair deficiencies promptly. Train staff regularly. Review emergency procedures. Follow manufacturer maintenance schedules. Monitor expiration dates for required equipment. Regular self-inspections reduce the likelihood of violations.,61,True,False,"[""compliance"", ""preparing"", ""readiness"", ""routine"", ""inspection"", ""should"", ""for""]","{""chunk_id"": ""ch8-4-15"", ""chunk_id_legacy"": ""ch8-4-15"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.15 Preparing for Routine Compliance"", ""is_regulatory"": true, ""is_stub"": false, ""token_count"": 61, ""keywords"": [""compliance"", ""preparing"", ""readiness"", ""routine"", ""inspection"", ""should"", ""for""]}"
ch8-4-16,ch8-4-16,8,2,section,Ch8/4.16 Self-Inspection Checklist,ch8-f01,4.16 Self-Inspection Checklist,Use this checklist before opening. Complete the checklist before admitting bathers.,14,False,False,"[""this"", ""checklist"", ""self"", ""inspection"", ""before""]","{""chunk_id"": ""ch8-4-16"", ""chunk_id_legacy"": ""ch8-4-16"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.16 Self-Inspection Checklist"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 14, ""keywords"": [""this"", ""checklist"", ""self"", ""inspection"", ""before""]}"
ch8-4-17,ch8-4-17,8,2,section,Ch8/4.17 Compliance Decision Flow,ch8-f01,4.17 Compliance Decision Flow,Follow this sequence during routine operations. Facility Ready? │ ▼ Daily Inspection │ ▼ Water Testing │ ▼ Equipment Check │ ▼ Documentation Complete? Yes ─────────► Open Facility No │ ▼ Correct Deficiency │ ▼ Recheck │ ▼ Open Only When Requirements Are Met,59,False,False,"[""compliance"", ""flow"", ""open"", ""decision"", ""follow"", ""facility""]","{""chunk_id"": ""ch8-4-17"", ""chunk_id_legacy"": ""ch8-4-17"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.17 Compliance Decision Flow"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 59, ""keywords"": [""compliance"", ""flow"", ""open"", ""decision"", ""follow"", ""facility""]}"
ch8-4-18,ch8-4-18,8,2,section,Ch8/4.18 Educational Formula Example,ch8-f01,4.18 Educational Formula Example,"Although inspections are primarily based on regulatory compliance rather than formulas, operators frequently calculate inspection completion performance. Formula: Inspection Completion Rate (%) = (Number of completed checklist items / Total checklist items) × 100 Worked Example: Completed checklist items = 27 Total checklist items = 30 Inspection Completion Rate = (27 / 30) × 100 = 90%",73,False,False,"[""items"", ""checklist"", ""educational"", ""inspection"", ""formula"", ""example""]","{""chunk_id"": ""ch8-4-18"", ""chunk_id_legacy"": ""ch8-4-18"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/4.18 Educational Formula Example"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 73, ""keywords"": [""items"", ""checklist"", ""educational"", ""inspection"", ""formula"", ""example""]}"
ch106-f01,ch106,106,1,chapter,Ch106,,"Virginia Graeme Baker Pool and Spa Safety Act, 15 U.S.C. Chapter 106. Used for high-level principles concerning suction entrapment prevention and compliant drain safety requirements.","Virginia Graeme Baker Pool and Spa Safety Act, 15 U.S.C. Chapter 106. Used for high-level principles concerning suction entrapment prevention and compliant drain safety requirements.",37,False,False,"[""safety"", ""used"", ""baker"", ""prevention"", ""and"", ""principles"", ""graeme"", ""act"", ""for"", ""pool""]","{""chunk_id"": ""ch106-f01"", ""chunk_id_legacy"": ""ch106"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 106, ""hierarchy_path"": ""Ch106"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 37, ""keywords"": [""safety"", ""used"", ""baker"", ""prevention"", ""and"", ""principles"", ""graeme"", ""act"", ""for"", ""pool""]}"
ch5-f01,ch5,5,1,chapter,Ch5,,"Chapter 5. Types of Pools, Spas, and Aquatic Venues","Chapter 5. Types of Pools, Spas, and Aquatic Venues",17,False,False,"[""venues"", ""pools"", ""and"", ""spas"", ""types"", ""aquatic"", ""chapter""]","{""chunk_id"": ""ch5-f01"", ""chunk_id_legacy"": ""ch5"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 5, ""hierarchy_path"": ""Ch5"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 17, ""keywords"": [""venues"", ""pools"", ""and"", ""spas"", ""types"", ""aquatic"", ""chapter""]}"
ch5-5-2,ch5-5-2,5,2,section,Ch5/5.2 Why Different Venues Require Different Operating Rules,ch5-f01,5.2 Why Different Venues Require Different Operating Rules,Not every aquatic venue experiences the same conditions. Operational requirements change because of differences in: Water temperature Pool depth Water volume Circulation design Turnover time Number of bathers User age Water attractions Aeration Hydraulic complexity Intended activity These factors influence: Disinfectant demand Disease transmission risk Chemical consumption Equipment wear Lifeguard supervision Maintenance frequency Inspection priorities Operators should never assume that procedures used for one venue automatically apply to another.,82,False,False,"[""every"", ""venues"", ""operating"", ""different"", ""venue"", ""water"", ""rules"", ""require"", ""why""]","{""chunk_id"": ""ch5-5-2"", ""chunk_id_legacy"": ""ch5-5-2"", ""parent_chunk_id"": ""ch5-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 5, ""hierarchy_path"": ""Ch5/5.2 Why Different Venues Require Different Operating Rules"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 82, ""keywords"": [""every"", ""venues"", ""operating"", ""different"", ""venue"", ""water"", ""rules"", ""require"", ""why""]}"
